listing,vendor,original_category,type of product,drug detail,escrow,vendor rating,vendor membership,origin,destination,price_in_usd,quantity,description
STRAWBERRY COUGH Known for its sweet smell of fresh strawberries and an expanding sensation that can make even the most seasoned consumer cough, Strawberry Cough is a potent strain with mysterious genetic origins. The skunky, berry flavors will capture your senses while the cerebral, uplifting effects provide an aura of euphoria that is sure to leave a smile on your face.

Thanks for looking, contact us with any questions.

Take care of each other, KINDercare
"

100x TKO Vape Oil Weed Cartridges 1ML Full Gram Carts,mctavish,concentrate,cartridge,cannabis,ESCROW BULK DISCOUNTS,1, 2019-08-26,US,US,1600,100 unit,"100x TKO Vape Oil Weed Cartridges 1ML Full Gram Carts

This is for 100 full gram high quality THC 86% to 91% plus TKO extracts Cartridges.

Currently we carry over 10+ Flavors of TKO Carts. Inventory is constantly rotating and we try and provide maximum new and unique flavors to all customers.You will be given a variety of different strains every order.

We only carry stock of the most recent Flavors and Packaging that the companies rotate every few months, we will always update when new arrivals are in.

All of our pens are of the highest quality and contain lab tested distillate. You will not be disappointed in any of our products so shop with confidence.

Some of the flavors we have are Sour Diesel, Sherbert, Mango Gelato, Platinum OG, Grand Daddy Purp, LIme OG, Lemontree, Biscotti, Candyland, OG Kush, Berry Lemons, Durban Poison and more!
"

"1x THC Vape, 90% Pure, 1g Dr Zodiaks Moonrock Clear Tank, Lemon",THETHCDOCTOR,concentrate,multiple ,cannabis,ESCROW,1, 2019-06-16,UK,worldwide,58.29,g,"Dr. Zodiakês Moonrock Clear is a high end distillate that tests approximately 90%.

It is manufactured with a multi-step method of cannabis purification, infused with all natural terpenes. Whether you dabble in waxy concentrates, identify as a flower fanatic, or you fall somewhere in between, itês practically impossible to go wrong with Dr. Zodiakês Moonrock. Made with smokers of all levels in mind, Moonrocksê potency will get a seasoned smoker to the moon while easing in marijuana novices with unique flavor profiles derived from a mouthwatering mix of top shelf flowers, clear distillate, kief, and great-tasting all natural terpenes. And for those on the go, the good doctor has created Moonrock Clear, a brand of vape pens and cartridges that mix the great taste and potency of Moonrocks with peak portability. Now you can go to the moon any time, anywhere. In addition to the Moonrock line, Dr. Zodiak also offers some of the tastiest edibles around, including scrumptious cereal bars, brownies, and more. And for those who would rather wet their whistle, Dr. Zodiakês new Moonwalk syrup packs a 1,000 MG punch and is available in tantalizing Lemon Haze flavors. Since its launch back in 2013, the Dr. Zodiakês Moonrock brand has been at the cross-section of art and culture, with countless hip-hop heavy-hitters showing the company love, including Snoop Dogg, Cardi B, Travis Scott, Kodak Black, Rae Sremmurd, 2 Chainz, Lil Wayne, 21 Savage, and XXX Tentacion just to name a few. Clearly, the community was picking up what the good doctor was putting down.
Today, the Dr. Zodiak brand continues to push the envelope by finding groundbreaking new ways to help patients medicate and find on-demand relief. Above all, the Dr. Zodiakês Moonrocks brand continues forging partnerships with artists and celebrities, ensuring that art, culture and creativity remain at the forefront of everything the company does.
"

85% THC AMNESIA HAZE TANK/CART - CANNABIS OIL 0.5ml FREE P&P,KannaMedsUk,concentrate,cartridge,synthetic cannabinoids,ESCROW,0.993, 2019-06-01,UK,selected,34.96,unit,"1 x 0.5ml 85 % THC-CART/TANK - AMNESIA HAZE - CANNABIS OIL FREE POST

Premium THC Concentrate Vape Cart

Purest, Cleanest & Strongest THC Oil on The Market!

Pre filled Cart (better vaping experience) 0.5ml of Premium oil. Organic & Natural THC Higher THC level Smoother Experience No paranoia De-waxed & Winterized No alcohol, No solvents, No butane, No preservatives, No Nicotine, No synthetics No waxes - Extra refined Oil == No more Blocked Coil!!===

Specially designed for vaping Thick THC oil Universal 510 Thread

LISTING IS FOR 1 X Ready to Vape CART

1 X Cartridge/ Atomizer 0.5 ml THC E-VAPE - Maximum strength

FREE FAST FIRST CLASS POSTAGE ON ALL ORDERS TO UK.

======= SUPER SAFE MYLAR PACKAGING======== === Discreet & Confidential ==== ==Easily fits through Letterbox== ===NO SIGN REQUIRED===

PLEASE NOTE: For security purposes this item will be labeled CBD in shipping package. However, you will receive the product as described in the listing and full spectrum THC cannabis oil.

Orders Shipped MON-FRI (1pm Cut-Off same day post)

Messaged responded within 24hrs Mon-Fri

As you can see from the images the oil is a wonderful light golden color.

====FLAVORS==== Flavors help to mask the smell of cannabis when vaping. Enjoy cannabis more discreetly when required. The taste is rather subtle and compliments the natural taste to the product. Flavors and original/ no flavor are the same strength. No difference on potency.

====FLAVORS AVAILABLE===== Strawberry (Strongest Flavor/Best Mask of Smell) / Grape / PINEAPPLE / BLUEBERRY / Original Unflavored (Natural Taste/No masking) /

PLEASE SPECIFY FLAVOR YOU WANT WHEN YOU SEND ADDRESS DETAILS. IF WE RECEIVE NO FLAVOR REQUEST WE WILL SEND YOU ORIGINAL.

WARNING: This is made for MAXIMUM STRENGTH! if you are not used to vaping or quality THC vape then please treat with respect and vape with caution until you find your tolerance

INSTRUCTIONS FOR USE: PLEASE READ BEFORE USE:

This THC CART is READY TO USE. DO NOT dilute with any other liquid, e liquid, flavoring ECT. Screw straight to vape battery (510 thread) best results with battery in range of 100-350mAh VAPE ON LOW WATTS USE LOW POWER vape battery or lower power option on your vape if variable. Too high power can damage the coil and destroy the THC! The cart is sold as disposable. No warranty is implied. It it designed to be disposed after the oil is finished. You can reuse but at your own risk. Cart is glass not plastic. Dual coil and designed especially for heavy/thick THC oil

NO WASTE. NO LEAVES. WAXES OR IMPURITIES IN THIS THC VAPE concentrate !
"

Pre-Charged 85% THC CANNABIS-OIL-Vape CHEESE,KannaMedsUk,concentrate,eliquid,cannabis,ESCROW,0.993, 2019-06-01,UK,selected,45.32,unit,"1 x Pre-Charged Vape-CHEESE -FREE POST

NO NEED TO PRE CHARGE. NO NEED TO PRE HEAT. NO BUTTONS TO PRESS. SIMPLY START TO VAPE STRAIGHT AWAY

Get locked and loaded with the silver bullet! This smooth fast acting device is good for the beginner smoker all the way up to our beloved connoisseurs. Filled with the highest grade full spectrum distillate THC oil with the choice of added flavor or natural/original. This pen packs in the power with all the true flavoring people have been asking for. Designed for convenience and people on the •goê. A few deep vapes is all you need!

1 x Ready to use PRE CHARGED vape 0.5 ml (EACH) THC oil - Maximum strength

The finest, purest and strongest THC vape oil on the Market!

Pre - Filled Pre-charged (better vaping experience) 100% Organic NATURAL THC Higher THC level Smoother Experience No paranoia No alcohol, No solvents, No butane, No preservatives. No Nicotine. No Waxes. NO synthetics EXTRA REFINED DE-WAXED OILÄno more blocked coils!

FREE FAST FIRST CLASS POSTAGE ON ALL UK ORDERS (STANDARD POST)

PLEASE NOTE: For security purposes this item will be labeled CBD in shipping package. However, you will receive the product as described in the listing and full spectrum THC cannabis oil.

As you can see from the images the oil is a wonderful light golden color.

Available in a variety of flavors or natural unflavored. All flavors and original are the same in potency. No difference in strength. Flavors help to mask the smell of cannabis so you can use the product more discreetly.

=====flavors======= Banana / Blueberry / Pineapple / Strawberry (strongest/best masking of smell) / Grape / Original Unflavored (no masking.full natural taste)

PLEASE SPECIFY FLAVOR YOU WANT WHEN YOU SEND ADDRESS DETAILS. IF WE RECEIVE NO FLAVOR REQUEST WE WILL SEND YOU ORIGINAL.

READY TO GO VAPE . YOU DO NOT NEED TO PRE CHARGE, PRESS ANY BUTTONS, OR LOAD PRODUCT simply remove from tube packaging and start to vape. Once finished store back in tube packaging to protect the vape. You can use a little one day, store and return when you like. Vape is designed to be disposable . However should you wish to add charge this can be done via any android USB chargers. The vape can be charged via computer/laptop/USB plug/car USB port. CHARGER IS NOT SUPPLIED* many customers report to be successfully re used 5-10 times. The vape is of very good standard

WARNING: This is made for MAXIMUM STRENGTH! if you are not used to vaping or quality THC vape then please treat with respect and vape with caution until you are used to the product.

NO WASTE. NO LEAVES. WAXES OR IMPURITIES USED IN OUR CANNABIS OILS.

Super Safe and Discreet sealed Mylar bag packaging. Sealed and smell proof. Standard plain bubble envelope which fits through standard size letter box. Highly confidential and Discreet. No Sign required.
"

"2x THC Vape, 90% Pure, 1g Dr Zodiaks Moonrock Clear Tank, Lemon",THETHCDOCTOR,concentrate,multiple ,cannabis,ESCROW,1, 2019-06-16,UK,worldwide,103.63,2cart,"BEST SELLER Moonrock carts, Various flavours available

These 1g Moonrock Original carts are made from 97% Callifornian imported tetrahydrocannabinol (THC) Dewinterised triple distilled Distillate. This is the best of the best and can not be refined anymore (Trust me we have tried!) We source our RAW product from a licensed lab in California, who work closely with independent, artisan growers. We add NO MCT oil or pesticides or any other substances to our THC apart from 12% plant derived organic terpenes (which we also sell on the site). This is a natural plant based substance that will give each THC cart its flavor and smell. So that is a 88% THC to 12% Organic Terpense mix, that is it!! Our carts are 100% SAFE! We offer our Moonrock carts in Original Clear, Lynchwood Lemonade, Razzle Dazzle, Silverback OG, Bobby Blues, & Frosty Snowcone"

(10x)Freebase DMT Vape Cart 1000mg (1ML) New Vendor Special $999,UnrealOrganics,DMT AMT,cartridge,psychedelic,ESCROW,0.995, 2019-04-26,US,US,899,10cart,"You are buying 10 of High Quality ORGANIC DMT Vape Carts! (no chemicals used from growing the bush, to putting it in the cartridge, all process is toxic chemical free)

We have mastered the way of extracting DMT so we dont have to use any toxic chemicals which makes everything easy, and yield to be significant bigger, we enjoy taking it slow. Our process takes about a week or so, as to compare to chemical way which lets you get DMT out of the plant in 1-2 days.

PLEASE APPRECIATE AND ENJOY!

-Carts are top quality, no leaks, durable, and aesthetically pleasing.

-Carts are 1000mg each!

-There are approximately 80-140 hits in the cart, depending on how big you hit it and the type of battery used.

-Works well with most any battery, but works best with a battery with variable voltage and on around 3.7v, higher than 4v may risk burning out the coil in which case you can transfer the liquid to a new empty cart). You can buy a battery at your local vape shop for super cheap that works well, but dont get the cheapest one, as they sometimes dont make it hot enough to get a quick breakthrough, so extra hits or battery replacement needed.
